index,item_id,source,notes,location,value,inventory_date,title,series,type,date_year,medium,signatures_and_writing,condition,category,height,width,depth,size_note,dimensions,file1,file2,file3,file4,file5,url1,url2,url3,url4,url5
2395,AT.P.1117,Anna,"Gifted to Anna ""II AT 63"" on recto, fold to corner
","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,AT,,Painting,19,19,,,,"remote:AT.P.1117.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1117_8.jpg",,,,,,,,,
2396,AT.P.1119,Anna,"Gifted to Anna ""I Aug 29"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1119.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1119_8.jpg",,,,,,,,,
2397,AT.P.1120,Anna,"Gifted to Anna ""II Aug 29"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1120.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1120_8.jpg",,,,,,,,,
2398,AT.P.1121,Anna,"Gifted to Anna ""III Au 29"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1121.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1121_8.jpg",,,,,,,,,
2399,AT.P.1122,Anna,"Gifted to Anna  ""IV Aug 29"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1122.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1122_8.jpg",,,,,,,,,
2400,AT.P.1123,Anna,"Gifted to Anna ""V Aug 29"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1123.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1123_8.jpg",,,,,,,,,
2401,AT.P.1193,Anna,"Gifted to Anna    ""Aldo Tambellini 1960"" on recto, ""1663"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1960,Duco on paper,Aldo Tambellini,,Painting,20,27,,,,"remote:AT.P.1193.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1193_8.jpg",,,,,,,,,
2402,AT.P.1194,Anna,"Gifted to Anna  ""Aldo Tambellini 1960"" on recto, ""1665"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1960,Duco on paper,Aldo Tambellini,,Painting,20,27,,,,"remote:AT.P.1194.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1194_8.jpg",,,,,,,,,
2403,AT.P.1195,Anna,"Gifted to Anna   ""Aldo Tambellini 1960"" on recto, ""1666"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1960,Duco on paper,Aldo Tambellini,,Painting,20,27,,,,"remote:AT.P.1195.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1195_8.jpg",,,,,,,,,
2404,AT.P.1196,Anna,"Gifted to Anna  ""Aldo Tambellini 1961"" on recto, ""2469"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1961,Duco on paper,Aldo Tambellini,,Painting,29,21,,,,"remote:AT.P.1196.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1196_8.jpg",,,,,,,,,
2405,AT.P.1197,Anna,"Gifted to Anna ""  Aldo Tambellini 1961"" on recto, ""1674"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1961,Duco on paper,Aldo Tambellini,,Painting,29,21,,,,"remote:AT.P.1197.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1197_8.jpg",,,,,,,,,
2406,AT.P.1203,Anna,"Gifted to Anna   ""Aldo Tambellini 1961"" on recto,""1657"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1961,Oil on paper,Aldo Tambellini,,Painting,22,15,,,,"remote:AT.P.1203.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1203_8.jpg",,,,,,,,,
2407,AT.P.1204,Anna,"Gifted to Anna ""  Aldo Tambellini 1961"" on recto,""2008"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1961,Ink on paper,Aldo Tambellini,,Painting,22,15,,,,"remote:AT.P.1204.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1204_8.jpg",,,,,,,,,
2408,AT.P.1219,Anna,"Gifted to Anna   ""Aldo Tambellini Aug. 19 -'62"" on recto, ""1687"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1962,"Charcoal, acrylic, and ink on paper",Aldo Tambellini,,Painting,23,29,,,,"remote:AT.P.1219.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1219_8.jpg",,,,,,,,,
2409,AT.P.1220,Anna,"Gifted to Anna   ""Aldo Tambellini Aug. 19 '62"" on recto, ""1688"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1962,"Charcoal, acrylic, and ink on paper",Aldo Tambellini,smudge of plaster,Painting,23,29,,,,"remote:AT.P.1220.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1220_8.jpg",,,,,,,,,
2410,AT.P.1233,Anna,"Gifted to Anna  ""I 9-9-62"" on recto, ""2040"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1962,Duco on paper,,,Painting,24,19,,,,"remote:AT.P.1233.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1233_8.jpg",,,,,,,,,
2411,AT.P.1234,Anna,"""Gifted to Anna  ""II AT 9-9-62"" on recto, ""2041"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1962,Duco on paper,AT,,Painting,24,19,,,,"remote:AT.P.1234.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1234_8.jpg",,,,,,,,,
2412,AT.P.1235,Anna,"Gifted to Anna  ""III AT 9-9-62"" on recto, ""2042"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1962,Duco on paper,AT,,Painting,24,19,,,,"remote:AT.P.1235.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1235_8.jpg",,,,,,,,,
2413,AT.P.1236,Anna,"Gifted to Anna ""IV AT 9-9-62"" on recto, ""2043"" on verso","Rack 15, Shelf 4",,12/10/2014,,,,1962,Duco on paper,AT,,Painting,24,19,,,,"remote:AT.P.1236.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1236_8.jpg",,,,,,,,,
2414,AT.P.1254,Anna,"Gifted to Anna ""August 26/66"" ""1326"" on recto","Rack 15, Shelf 4",,12/10/2014,,,,1966,Duco on paper,,,Painting,14,14,,,,"remote:AT.P.1254.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1254_8.jpg",,,,,,,,,
2415,AT.P.1255,Anna,"Gifted to Anna  ""August 26/66"" ""1325"" on recto","Rack 15, Shelf 4",,12/10/2014,,,,1966,Duco on paper,,,Painting,14,14,,,,"remote:AT.P.1255.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1255_8.jpg",,,,,,,,,
2416,AT.P.1256,Anna,"Gifted to Anna  "" August 26/66"" ""1234"" on recto","Rack 15, Shelf 4",,12/10/2014,,,,1966,Duco on paper,,,Painting,14,14,,,,"remote:AT.P.1256.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1256_8.jpg",,,,,,,,,
2417,AT.P.1257,Anna,"Gifted to Anna ""August 26/66"" ""1327"" on recto","Rack 15, Shelf 4",,12/10/2014,,,,1966,Duco and acrylic and sand on paper,,,Painting,14,14,,,,"remote:AT.P.1257.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1257_8.jpg",,,,,,,,,
2418,AT.P.1319,Anna,"""Gifted to Anna   ""II A Tambellini Sept 8-'62"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1319.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1319_8.jpg",,,,,,,,,
2419,AT.P.1320,Anna,"Gifted to Anna   ""Sept 8 63 III A Tambellini"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1320.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1320_8.jpg",,,,,,,,,
2420,AT.P.1321,Anna,"Gifted to Anna  ""III A Tambellini Sept 8-'63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco and acrylic on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1321.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1321_8.jpg",,,,,,,,,
2421,AT.P.1322,Anna,"Gifted to Anna  ""IV A Tambellini Sept 8-'63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1322.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1322_8.jpg",,,,,,,,,
2422,AT.P.1323,Anna,"Gifted to Anna  ""A Tambellini Sept V 8-'63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1323.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1323_8.jpg",,,,,,,,,
2423,AT.P.1324,Anna,"Gifted to Anna   ""A Tambellini Sept 8-'63 VI"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1324.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1324_8.jpg",,,,,,,,,
2424,AT.P.1325,Anna,"Gifted to Anna   ""Sept 8-'63 A Tambellini VII"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1325.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1325_8.jpg",,,,,,,,,
2425,AT.P.1326,Anna,"Gifted to Anna ""A Tambellini Sept IX 8-'63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1326.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1326_8.jpg",,,,,,,,,
2426,AT.P.1327,Anna,"Gifted to Anna  ""Sept 8-'63 A Tambellini X"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,,"remote:AT.P.1327.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1327_8.jpg",,,,,,,,,
2427,AT.P.1335,Anna,"""Gifted to Anna   "" AT. 63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1335.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1335_8.jpg",,,,,,,,,
2428,AT.P.1336,Anna," Gifted to Anna ""II Aug 21 AT. 63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1336.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1336_8.jpg",,,,,,,,,
2429,AT.P.1337,Anna,"Gifted to Anna   ""III AT. 63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1337.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1337_8.jpg",,,,,,,,,
2430,AT.P.1338,Anna,"Gifted to Anna   ""IV Aug 21 AT. 63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1338.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1338_8.jpg",,,,,,,,,
2431,AT.P.1339,Anna,"Gifted to Anna  ""V AT. 63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1339.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1339_8.jpg",,,,,,,,,
2432,AT.P.1340,Anna,"Gifted to Anna   ""VI AT. 63"" on recto","Rack 15, Shelf 5",,12/10/2014,,,,1963,Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1340.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1340_8.jpg",,,,,,,,,
2433,AT.P.1412,Anna,"Gifted to Anna  ""Aldo Tambellini 1961"" on recto, image in duco and acrylic on verso, tear and sunning to one edge","Rack 15, Shelf 6",,12/11/2014,,,,1961,Duco on paper,Aldo Tambellini,,Painting,21,29,,,,"remote:AT.P.1412.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1412_8.jpg",,,,,,,,,
2434,AT.P.1413,Anna,"Gifted to Anna ""A Tambellini July 29 '62"" on recto, ""2"" on verso","Rack 15, Shelf 6",,12/11/2014,,,,1962,"Duco, gouache, and graphite on paper",A Tambellini,,Painting,26,20,,,,"remote:AT.P.1413.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1413_8.jpg",,,,,,,,,
2435,AT.P.1414,Anna,"Gifted to Anna   ""A.T. July 29 '62"" on recto, ""3"" on verso","Rack 15, Shelf 6",,12/11/2014,,,,1962,"Duco, gouache, and graphite on paper",A.T.,,Painting,26,20,,,,"remote:AT.P.1414.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1414_8.jpg",,,,,,,,,
2436,AT.P.1415,Anna,"Gifted to Anna  ""A.T. July 29 '62"" on recto, ""4"" on verso","Rack 15, Shelf 6",,12/11/2014,,,,1962,"Duco, gouache, and graphite on paper",A.T.,,Painting,26,20,,,,"remote:AT.P.1415.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1415_8.jpg",,,,,,,,,
2437,AT.P.1416,Anna,"Gifted to Anna   ""A.T. July 29 '62"" on recto, ""5"" on verso","Rack 15, Shelf 6",,12/11/2014,,,,1962,"Duco, gouache, and graphite on paper",A.T.,,Painting,26,20,,,,"remote:AT.P.1416.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1416_8.jpg",,,,,,,,,
2438,AT.P.1442,Anna,Gifted to Anna   Monoprint,"Rack 15, Shelf 6",,12/11/2014,,,,n.d.,Oil on paper,,fold to corner,Painting,19,25,,,,"remote:AT.P.1442.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1442_8.jpg",,,,,,,,,
2439,AT.P.1443,Anna,Gifted to Anna   Monoprint,"Rack 15, Shelf 6",,12/11/2014,,,,n.d.,Oil on paper,,,Painting,19,25,,,,"remote:AT.P.1443.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1443_8.jpg",,,,,,,,,
2440,AT.P.1444,Anna,Gifted to Anna    Monoprint,"Rack 15, Shelf 6",,12/11/2014,,,,n.d.,Oil on paper,,"one hole, some chips",Painting,19,25,,,,"remote:AT.P.1444.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1444_8.jpg",,,,,,,,,
2441,AT.P.1445,Anna,Gifted to Anna     Monoprint,"Rack 15, Shelf 6",,12/11/2014,,,,n.d.,Oil on paper,,,Painting,19,25,,,,"remote:AT.P.1445.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1445_8.jpg",,,,,,,,,
2442,AT.P.1454,Anna,"Gifted to Anna     Monoprint, 2 pieces","Rack 15, Shelf 6",,12/11/2014,,,,n.d.,Oil on paper,,,Painting,19,50,,2 pieces,,"remote:AT.P.1454.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1454_8.jpg","remote:AT.P.1454b.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1454b_8.jpg",,,,,,,,
2443,AT.P.1605,Anna,"Gifted to Anna   long fold, tears along edges, water stain Sent to ZKM

Sent to ZKM","Rack 14, Shelf 4",,12/13/2014,Period of Starvation,Manifesto Series,,1961,Acrylic and graphite on paper,Aldo Tambellini,,Painting,39,26,,,,"remote:AT.P.1605.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1605_8.jpg",,,,,,,,,
2444,AT.P.1606,Anna,"Gifted to Anna    Aldo Tambellini 1961"" on recto, tears along edges, folding, water stain

ZKM Exhibit","Rack 14, Shelf 4",,12/13/2014,vendor's of hero's souvenirs,Manifesto Series,,1961,Acrylic and graphite on paper,Aldo Tambellini,,Painting,39,26,,,,"remote:AT.P.1606.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1606_8.jpg",,,,,,,,,
2445,AT.P.1607,Anna,"Gifted to Anna   Aldo Tambellini 1961"" on recto, tears along edges,  Sent to ZKMfolding, water stain

ZKM Exhibit","Rack 14, Shelf 4",,12/13/2014,Dynamite their underwear,Manifesto Series,,1961,Acrylic and graphite on paper,Aldo Tambellini,,Painting,39,26,,,,"remote:AT.P.1607.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1607_8.jpg",,,,,,,,,
2446,AT.P.1608,Anna,Gifted to Anna    ZKM Exhibit,"Rack 14, Shelf 4",,12/13/2014,Artist in an Anonymous General Arise,Manifesto Series,,1961,Acrylic and graphite on paper,Aldo Tambellini,,Painting,39,26,,,,"remote:AT.P.1608.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1608_8.jpg",,,,,,,,,
2447,AT.P.1677,Anna,"Gifted to Anna     ""I"" on recto","Rack 17, Shelf 1",,12/15/2014,,,,n.d.,Oil stick on paper,,,Painting,10,7,,,,"remote:AT.P.1677.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1677_8.jpg",,,,,,,,,
2448,AT.P.1678,Anna,"Gifted to Anna    ""II"" on recto","Rack 17, Shelf 1",,12/15/2014,,,,n.d.,Oil stick on paper,,,Painting,10,7,,,,"remote:AT.P.1678.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1678_8.jpg",,,,,,,,,
2449,AT.P.1679,Anna,"Gifted to Anna   ""III"" on recto","Rack 17, Shelf 1",,12/15/2014,,,,n.d.,Oil stick on paper,,,Painting,10,7,,,,"remote:AT.P.1679.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1679_8.jpg",,,,,,,,,
2450,AT.P.1680,Anna,"Gifted to Anna  ""IV"" on recto","Rack 17, Shelf 1",,12/15/2014,,,,n.d.,Oil stick on paper,,some gouging to paper,Painting,10,7,,,,"remote:AT.P.1680.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1680_8.jpg",,,,,,,,,
2451,AT.P.1681,Anna,"Gifted to Anna   ""V"" on recto","Rack 17, Shelf 1",,12/15/2014,,,,n.d.,Oil stick on paper,,,Painting,10,7,,,,"remote:AT.P.1681.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1681_8.jpg",,,,,,,,,
2452,AT.P.1682,Anna,"Gifted to Anna   ""VI"" on recto","Rack 17, Shelf 1",,12/15/2014,,,,n.d.,Oil stick on paper,,,Painting,10,7,,,,"remote:AT.P.1682.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1682_8.jpg",,,,,,,,,
2453,AT.P.1683,Anna,"Gifted to Anna   ""VII"" on recto","Rack 17, Shelf 1",,12/15/2014,,,,n.d.,Oil stick on paper,,,Painting,10,7,,,,"remote:AT.P.1683.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1683_8.jpg",,,,,,,,,
2454,AT.P.1684,Anna,"Gifted to Anna    ""VIII"" on recto","Rack 17, Shelf 1",,12/15/2014,,,,n.d.,Oil stick on paper,,some gouging to paper,Painting,10,7,,,,"remote:AT.P.1684.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1684_8.jpg",,,,,,,,,
2455,AT.P.1686,Anna,"Gifted to Anna   ""AT.62"" on recto, ""1166"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1962,Pastel on paper,AT,,Painting,9,11,,,,"remote:AT.P.1686.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1686_8.jpg",,,,,,,,,
2456,AT.P.1687,Anna,"Gifted to Anna   ""AT.62"" on recto, ""1165"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1962,Pastel on paper,AT,,Painting,9,11,,,,"remote:AT.P.1687.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1687_8.jpg",,,,,,,,,
2457,AT.P.1688,Anna,"Gifted to Anna   ""AT.62"" on recto, ""1164"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1962,Pastel on paper,AT,,Painting,9,11,,,,"remote:AT.P.1688.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1688_8.jpg",,,,,,,,,
2458,AT.P.1689,Anna,"Gifted to Anna    ""AT.62"" on recto, ""1163"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1962,Pastel on paper,AT,,Painting,9,11,,,,"remote:AT.P.1689.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1689_8.jpg",,,,,,,,,
2459,AT.P.1690,Anna,"Gifted to Anna   ""AT.62"" on recto, ""1162"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1962,Pastel on paper,AT,,Painting,9,11,,,,"remote:AT.P.1690.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1690_8.jpg",,,,,,,,,
2460,AT.P.1691,Anna,"Gifted to Anna   ""AT.62"" on recto, ""1161"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1962,Pastel on paper,AT,,Painting,9,11,,,,"remote:AT.P.1691.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1691_8.jpg",,,,,,,,,
2461,AT.P.1692,Anna,"Gifted to Anna    AT.62"" on recto, ""1160"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1962,Pastel on paper,AT,,Painting,9,11,,,,"remote:AT.P.1692.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1692_8.jpg",,,,,,,,,
2462,AT.P.1744,Anna,"Gifted to Anna     ""AT. Aug. 7 '63"" on recto, ""1602"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1963,Duco on paper,AT,,Painting,9,11,,,,"remote:AT.P.1744.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1744_8.jpg",,,,,,,,,
2463,AT.P.1745,Anna,"Gifted to Anna    ""AT. Aug. 7 '63"" on recto, ""1603"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1963,Duco on paper,AT,,Painting,9,11,,,,"remote:AT.P.1745.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1745_8.jpg",,,,,,,,,
2464,AT.P.1746,Anna,"Gifted to Anna    ""AT. Aug. 7 '63"" on recto, ""1604"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1963,Duco on paper,AT,,Painting,9,11,,,,"remote:AT.P.1746.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1746_8.jpg",,,,,,,,,
2465,AT.P.1747,Anna,"Gifted to Anna    ""AT. Aug. 7 '63"" on recto, ""1605"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1963,Duco on paper,AT,,Painting,9,11,,,,"remote:AT.P.1747.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1747_8.jpg",,,,,,,,,
2466,AT.P.1748,Anna,"Gifted to Anna     ""AT. Aug. 7 '63"" on recto, ""1606"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1963,Duco on paper,AT,,Painting,9,11,,,,"remote:AT.P.1748.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1748_8.jpg",,,,,,,,,
2467,AT.P.1749,Anna,"Gifted to Anna    ""AT. Aug 7 '63"" on recto, ""1606"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1963,Duco on paper,AT,,Painting,9,11,,,,"remote:AT.P.1749.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1749_8.jpg",,,,,,,,,
2468,AT.P.1750,Anna,"Gifted to Anna     ""AT. Aug 7 '63"" on recto, ""1607"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1963,Graphite on paper,AT,,Painting,9,11,,,,"remote:AT.P.1750.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1750_8.jpg",,,,,,,,,
2469,AT.P.1751,Anna,"Gifted to Anna   ""AT. Aug 7 '63"" on recto, ""1608"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1963,Duco on paper,AT,,Painting,9,11,,,,"remote:AT.P.1751.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1751_8.jpg",,,,,,,,,
2470,AT.P.1752,Anna,"Gifted to Anna   ""AT. Aug 7 '63"" on recto, ""1609"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1963,Duco on paper,AT,,Painting,9,11,,,,"remote:AT.P.1752.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1752_8.jpg",,,,,,,,,
2471,AT.P.1753,Anna,"Gifted to Anna    ""AT. Aug 7 '63"" on recto, ""1610"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1963,Duco on paper,AT,,Painting,9,11,,,,"remote:AT.P.1753.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1753_8.jpg",,,,,,,,,
2472,AT.P.1754,Anna,"Gifted to Anna     ""AT. Aug 7 '63"" on recto, ""1611"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1963,Duco on paper,AT,,Painting,9,11,,,,"remote:AT.P.1754.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1754_8.jpg",,,,,,,,,
2473,AT.P.1755,Anna,"Gifted to Anna     ""Aug 7. AT '63"" on recto, ""1612"" on verso","Rack 17, Shelf 1",,12/15/2014,,,,1963,Duco [and ink] on paper,AT,,Painting,9,11,,,,"remote:AT.P.1755.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1755_8.jpg",,,,,,,,,
2474,AT.P.1963,Anna,"Gifted to Anna   ""A.T. April 15 '62"" ""II"" on recto, ""2087-II"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic and charcoal on paper,A.T.,,Painting,15,11,,,,"remote:AT.P.1963.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1963_8.jpg",,,,,,,,,
2475,AT.P.1964,Anna,"Gifted to Anna    ""A.T. April 15 '62"" ""III"" on recto, ""2083"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic and charcoal on paper,A.T.,,Painting,15,11,,,,"remote:AT.P.1964.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1964_8.jpg",,,,,,,,,
2476,AT.P.1965,Anna,"Gifted to Anna    ""A.T. April 15 '62"" ""IV"" on recto, ""2089-IV"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic and charcoal on paper,A.T.,,Painting,15,11,,,,"remote:AT.P.1965.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1965_8.jpg",,,,,,,,,
2477,AT.P.1966,Anna,"Gifted to Anna     ""A.T. April 15 '62"" ""I"" on recto, ""2086"" on verso","Rack 17, Shelf 1",,12/17/2014,,,,1962,Acrylic and charcoal on paper,A.T.,,Painting,15,11,,,,"remote:AT.P.1966.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1966_8.jpg",,,,,,,,,
2478,AT.P.2146,Anna,"Gifted to Anna     ""1805"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2146.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2146_8.jpg",,,,,,,,,
2479,AT.P.2147,Anna,"Gifted to Anna    ""1804"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco and sand on paper,,,Painting,18,18,,,,"remote:AT.P.2147.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2147_8.jpg",,,,,,,,,
2480,AT.P.2148,Anna,"Gifted to Anna     ""1803"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2148.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2148_8.jpg",,,,,,,,,
