index,item_id,source,notes,location,value,inventory_date,title,series,type,date_year,medium,signatures_and_writing,condition,category,height,width,depth,size_note,dimensions,file1,file2,file3,file4,file5,url1,url2,url3,url4,url5
1380,AT.P.2090,Aldo foundation,"""1700"" ""Nov (25 crossed-out) 24/63"" on verso","Rack 13, Shelf 6",,12/18/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,,,,,,,,,,
1381,AT.P.2091,Aldo foundation,,"Rack 13, Shelf 6",,12/18/2014,,,,n.d. (c. 1963),Duco and sand on paper,,,Painting,18,18,,,,,,,,,,,,,
1382,AT.P.2092,Aldo foundation,"""1702"" ""Nov 27/63"" ""Nov 27"" on verso","Rack 13, Shelf 6",,12/18/2014,,,,1963,Duco and sand on paper,,,Painting,18,18,,,,,,,,,,,,,
1383,AT.P.2093,Aldo foundation,"""1703"" ""Nov 22/63"" on verso","Rack 13, Shelf 6",,12/18/2014,,,,1963,Duco on paper,,fold to corner,Painting,18,18,,,,,,,,,,,,,
1384,AT.P.2094,Aldo foundation,"""1704"" to verso, ","Rack 13, Shelf 6",,12/18/2014,,,,n.d. (c. 1963),Duco and sand on paper,,,Painting,18,18,,,,,,,,,,,,,
1385,AT.P.2095,Aldo foundation,"""1692"" ""Nov (25 crossed-out) 24/63"" on verso","Rack 13, Shelf 6",,12/18/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,,,,,,,,,,
1386,AT.P.2096,Aldo foundation,"""1751"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/18/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,,,,,,,,,,
1387,AT.P.2097,Aldo foundation,"""1750"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/18/2014,,,,1963,Acrylic on paper,,,Painting,18,18,,,,,,,,,,,,,
1388,AT.P.2098,Aldo foundation,"""1750"" to verso","Rack 13, Shelf 6",,12/18/2014,,,,n.d. (c. 1963),Duco on paper,,,Painting,18,18,,,,,,,,,,,,,
1389,AT.P.2099,Aldo foundation,"""1764"" ""Nov (25 crossed-out) 24/63"" on verso","Rack 13, Shelf 6",,12/18/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2099.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2099_8.jpg",,,,,,,,,
1390,AT.P.2100,Aldo foundation,"""1763"" to verso","Rack 13, Shelf 6",,12/18/2014,,,,n.d. (c. 1963),Duco on paper,,some gouging to paper,Painting,18,18,,,,"remote:AT.P.2100.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2100_8.jpg",,,,,,,,,
1391,AT.P.2101,Aldo foundation,"""1762"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/18/2014,,,,1963,Acrylic on paper,,,Painting,18,18,,,,"remote:AT.P.2101.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2101_8.jpg",,,,,,,,,
1392,AT.P.2102,Aldo foundation,"""1761"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2102.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2102_8.jpg",,,,,,,,,
1393,AT.P.2103,Aldo foundation,"""1760"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2103.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2103_8.jpg",,,,,,,,,
1394,AT.P.2104,Aldo foundation,"""1759"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2104.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2104_8.jpg",,,,,,,,,
1395,AT.P.2105,Aldo foundation,"""1758"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Acrylic on paper,,,Painting,18,18,,,,"remote:AT.P.2105.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2105_8.jpg",,,,,,,,,
1396,AT.P.2106,Aldo foundation,"""1778"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Acrylic on paper,,,Painting,18,18,,,,"remote:AT.P.2106.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2106_8.jpg",,,,,,,,,
1397,AT.P.2107,Aldo foundation,"""1777"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Acrylic on paper,,,Painting,18,18,,,,"remote:AT.P.2107.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2107_8.jpg",,,,,,,,,
1398,AT.P.2108,Aldo foundation,"""1776"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Acrylic on paper,,fold into middle,Painting,18,18,,,,"remote:AT.P.2108.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2108_8.jpg",,,,,,,,,
1399,AT.P.2109,Aldo foundation,"""1775"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2109.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2109_8.jpg",,,,,,,,,
1400,AT.P.2110,Aldo foundation,"""1774"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2110.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2110_8.jpg",,,,,,,,,
1401,AT.P.2111,Aldo foundation,"""1773"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2111.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2111_8.jpg",,,,,,,,,
1402,AT.P.2112,Aldo foundation,"""1772"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco on paper,,,Painting,18,18,,,,,,,,,,,,,
1403,AT.P.2113,Aldo foundation,"""1771"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2113.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2113_8.jpg",,,,,,,,,
1404,AT.P.2114,Aldo foundation,"""1770"" ""Nov (25 crossed-out) 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,Pinholes,Painting,18,18,,,,"remote:AT.P.2114.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2114_8.jpg",,,,,,,,,
1405,AT.P.2115,Aldo foundation,"""1769"" ""Nov 22/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,slight gouging to paper,Painting,18,18,,,,"remote:AT.P.2115.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2115_8.jpg",,,,,,,,,
1406,AT.P.2116,Aldo foundation,"""1768"" ""Nov 22/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,stain to recto,Painting,18,18,,,,"remote:AT.P.2116.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2116_8.jpg",,,,,,,,,
1407,AT.P.2117,Aldo foundation,"""1767"" ""Nov 27/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco and sand on paper,,Pinholes,Painting,18,18,,,,"remote:AT.P.2117.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2117_8.jpg",,,,,,,,,
1408,AT.P.2118,Aldo foundation,"""1766"" ""Nov 22/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2118.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2118_8.jpg",,,,,,,,,
1409,AT.P.2119,Aldo foundation,"""1765"" ""Nov (25 crossed-out) 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2119.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2119_8.jpg",,,,,,,,,
1410,AT.P.2120,Aldo foundation,"""1787"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2120.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2120_8.jpg",,,,,,,,,
1411,AT.P.2121,Aldo foundation,"""1786"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2121.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2121_8.jpg",,,,,,,,,
1412,AT.P.2122,Aldo foundation,"""1785"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Acrylic on paper,,,Painting,18,18,,,,"remote:AT.P.2122.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2122_8.jpg",,,,,,,,,
1413,AT.P.2123,Aldo foundation,"""1784"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Acrylic on paper,,,Painting,18,18,,,,"remote:AT.P.2123.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2123_8.jpg",,,,,,,,,
1414,AT.P.2124,Aldo foundation,"""1783"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Acrylic on paper,,,Painting,18,18,,,,"remote:AT.P.2124.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2124_8.jpg",,,,,,,,,
1415,AT.P.2125,Aldo foundation,"""1782"" ""Nov (25 crossed-out) 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2125.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2125_8.jpg",,,,,,,,,
1416,AT.P.2126,Aldo foundation,"""1781"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2126.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2126_8.jpg",,,,,,,,,
1417,AT.P.2127,Aldo foundation,"""1780"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2127.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2127_8.jpg",,,,,,,,,
1418,AT.P.2128,Aldo foundation,"""1779"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Acrylic on paper,,,Painting,18,18,,,,"remote:AT.P.2128.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2128_8.jpg",,,,,,,,,
1419,AT.P.2129,Aldo foundation,"""1796"" ""Nov 22/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2129.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2129_8.jpg",,,,,,,,,
1420,AT.P.2130,Aldo foundation,"""1795"" ""Nov 22/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,slight gouging to paper,Painting,18,18,,,,"remote:AT.P.2130.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2130_8.jpg",,,,,,,,,
1421,AT.P.2131,Aldo foundation,"""Aldo Tambellini Nov '63"" on recto, ""Aldo Tambellini Nov '63"" on hand-painted mat, ""$.45"" ""Aldo Tambellini / 414 W. Broadway / N.Y.C."" ""[arrows]"" ""1119"" to verso of mat, some water marks on paper","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper mounted on board,Aldo Tambellini,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2131.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2131_8.jpg",,,,,,,,,
1422,AT.P.2132,Aldo foundation,"""Aldo Tambellini Nov '63"" on hand-painted mat, ""$.20"" ""Aldo Tambellini / 414 W. Broadway / N.Y.C.""Bottom [arrow]"" ""1116"" ""#112"" to verso of mat, detached from mat","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper mounted on board,Aldo Tambellini,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2132.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2132_8.jpg",,,,,,,,,
1423,AT.P.2133,Aldo foundation,"""Aldo Tambellini Nov '63"" on hand-painted mat, ""1120"" to verso of mat","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper mounted on board,Aldo Tambellini,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2133.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2133_8.jpg",,,,,,,,,
1424,AT.P.2134,Aldo foundation,on hand-painted mat,"Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco on paper mounted on board,,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2134.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2134_8.jpg",,,,,,,,,
1425,AT.P.2135,Aldo foundation,"""Aldo Tambellini Nov '63"" on hand-painted mat, ""[arrows]"" ""1114"" to verso of mat","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper mounted on board,,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2135.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2135_8.jpg",,,,,,,,,
1426,AT.P.2136,Aldo foundation,"""Aldo Tambellini Nov '63"" on hand-painted mat, ""[arrow]"" ""1113"" to verso of mat","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper mounted on board,Aldo Tambellini,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2136.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2136_8.jpg",,,,,,,,,
1427,AT.P.2137,Aldo foundation,"""[arrow]"" ""1118"" to verso of mat, detached from mat","Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco on paper mounted on board,,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2137.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2137_8.jpg",,,,,,,,,
1428,AT.P.2138,Aldo foundation,"""Aldo Tambellini Nov '63"" on hand-painted mat, ""$.20"" ""[arrow]"" ""1121"" ""Nov 22/63""x2 to verso of mat","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper mounted on board,Aldo Tambellini,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2138.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2138_8.jpg",,,,,,,,,
1429,AT.P.2139,Aldo foundation,"""Aldo Tambellini Nov '63"" on hand-painted mat, ""$.45"" ""Aldo Tambellini / 414 W. Broadway / N.Y.C."" ""[arrow]"" ""1115"" to verso of mat","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper mounted on board,Aldo Tambellini,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2139.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2139_8.jpg",,,,,,,,,
1430,AT.P.2140,Aldo foundation,"""Aldo Tambellini Nov '63"" on hand-painted mat, ""20x30 Ct 9 (1)"" ""$.20"" ""Aldo Tambellini / 414 W. Broadway / N.Y.C."" ""[arrow]"" ""1122"" to verso of mat, detached from mat","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper mounted on board,Aldo Tambellini,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2140.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2140_8.jpg",,,,,,,,,
1431,AT.P.2141,Aldo foundation,"""Aldo Tambellini Nov '63"" on hand-painted mat, ""[arrow]"" ""1822"" to verso of mat","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco and sand on paper mounted on board,Aldo Tambellini,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2141.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2141_8.jpg",,,,,,,,,
1432,AT.P.2142,Aldo foundation,"""Aldo Tambellini Nov '63"" on hand-painted mat, ""#113"" ""$.20"" ""Aldo Tambellini / 414 W. Broadway / N.Y.C."" ""[arrow]"" ""1824"" to verso of mat, detached from mat","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper mounted on board,Aldo Tambellini,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2142.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2142_8.jpg",,,,,,,,,
1433,AT.P.2143,Aldo foundation,"""Aldo Tambellini Nov '63"" on hand-painted mat, ""#115"" ""$.20"" ""Aldo Tambellini / 414 W. Broadway / N.Y.C."" ""[arrow] Bottom"" ""1823"" to verso of mat, detached from mat","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper mounted on board,Aldo Tambellini,,Painting,18,18,,"on 20"" x 20"" mat",,"remote:AT.P.2143.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2143_8.jpg",,,,,,,,,
1434,AT.P.2144,Aldo foundation,"""1793"" ""Nov 27/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco and sand on paper,,,Painting,18,18,,,,"remote:AT.P.2144.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2144_8.jpg",,,,,,,,,
1435,AT.P.2145,Aldo foundation,"""1790"" ""Nov 22/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2145.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2145_8.jpg",,,,,,,,,
1436,AT.P.2155,Aldo foundation,"""1690"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco and sand on paper,,,Painting,18,18,,,,"remote:AT.P.2155.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2155_8.jpg",,,,,,,,,
1437,AT.P.2156,Aldo foundation,"""1813"" ""Nov (25 crossed-out) 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2156.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2156_8.jpg",,,,,,,,,
1438,AT.P.2157,Aldo foundation,"""1812"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco and sand on paper,,,Painting,18,18,,,,"remote:AT.P.2157.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2157_8.jpg",,,,,,,,,
1439,AT.P.2158,Aldo foundation,"""1811"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2158.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2158_8.jpg",,,,,,,,,
1440,AT.P.2159,Aldo foundation,"""1810"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco and sand on paper,,,Painting,18,18,,,,"remote:AT.P.2159.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2159_8.jpg",,,,,,,,,
1441,AT.P.2160,Aldo foundation,"""1809"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Acrylic on paper,,,Painting,18,18,,,,"remote:AT.P.2160.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2160_8.jpg",,,,,,,,,
1442,AT.P.2161,Aldo foundation,"""1808"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Acrylic on paper,,,Painting,18,18,,,,"remote:AT.P.2161.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2161_8.jpg",,,,,,,,,
1443,AT.P.2162,Aldo foundation,"""1807"" ""Nov 22/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco and sand on paper,,,Painting,18,18,,,,"remote:AT.P.2162.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2162_8.jpg",,,,,,,,,
1444,AT.P.2163,Aldo foundation,"""1817"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,n.d. (c. 1963),Duco on paper,,,Painting,18,18,,,,,,,,,,,,,
1445,AT.P.2164,Aldo foundation,"""1816"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2164.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2164_8.jpg",,,,,,,,,
1446,AT.P.2165,Aldo foundation,"""1815"" ""Nov 27/63"" on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco and sand on paper,,,Painting,18,18,,,,"remote:AT.P.2165.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2165_8.jpg",,,,,,,,,
1447,AT.P.2166,Aldo foundation,"""1814"" ""Nov 22/63""x2 on verso","Rack 13, Shelf 6",,12/19/2014,,,,1963,Duco on paper,,,Painting,18,18,,,,"remote:AT.P.2166.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2166_8.jpg",,,,,,,,,
1448,AT.P.2173,Aldo foundation,,"Rack 17, Shelf 2",,12/19/2014,,,,n.d. (c. 1960),Acrylic and oil stick on paper,,"Rolled-up, chipping and tears, staining to edge",Painting,30,22,,,,"remote:AT.P.2173.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2173_8.jpg",,,,,,,,,
1449,AT.P.2174,Aldo foundation,"""Oct 27/60"" to recto","Rack 17, Shelf 2",,12/19/2014,,,,1960,Acrylic and oil stick on paper,,"rolled-up, chipping and tears, staining to edge",Painting,22,30,,,,"remote:AT.P.2174.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2174_8.jpg",,,,,,,,,
1450,AT.P.2175,Aldo foundation,,"Rack 17, Shelf 2",,12/19/2014,,,,n.d. (c. 1960),Acrylic on paper,,"Rolled-up, soiling, chipping, and tears, staining to edge",Painting,27,20,,,,"remote:AT.P.2175.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2175_8.jpg",,,,,,,,,
1451,AT.P.2176,Aldo foundation,,"Rack 17, Shelf 2",,12/19/2014,,,,n.d. (c. 1960),Acrylic on paper,,"Rolled-up, chipping, staining to edge",Painting,27,20,,,,"remote:AT.P.2176.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2176_8.jpg",,,,,,,,,
1452,AT.P.2177,Aldo foundation,,"Rack 17, Shelf 2",,12/19/2014,,,,n.d. (c. 1960),Acrylic on paper,,"Rolled-up, chipping, staining to edge",Painting,27,20,,,,"remote:AT.P.2177.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2177_8.jpg",,,,,,,,,
1453,AT.P.2178,Aldo foundation,,"Rack 17, Shelf 2",,12/19/2014,,,,n.d. (c. 1960),Acrylic on paper,,"Rolled-up, chipping, staining to edge",Painting,27,20,,,,"remote:AT.P.2178.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2178_8.jpg",,,,,,,,,
1454,AT.P.2179,Aldo foundation,"""Aldo Tambellini 1960"" to recto","Rack 17, Shelf 2",,12/19/2014,,,,1960,Oil and charcoal on paper,Aldo Tambellini,"rolled-up, tearing, chipping, and staining",Painting,27,41,,,,"remote:AT.P.2179.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2179_8.jpg",,,,,,,,,
1455,AT.P.2180,Aldo foundation,"""Aldo Tambellini 1960"" to recto","Rack 17, Shelf 2",,12/19/2014,,,,1960,Oil and charcoal on paper,Aldo Tambellini,"rolled-up, tearing, chipping, and staining",Painting,27,41,,,,"remote:AT.P.2180.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2180_8.jpg",,,,,,,,,
1456,AT.P.2181,Aldo foundation,"""Aldo Tambellini 1960"" to recto","Rack 17, Shelf 2",,12/19/2014,,,,1960,Oil and charcoal on paper,Aldo Tambellini,"rolled-up, some staining to edge, corner chipped and folded",Painting,41,27,,,,"remote:AT.P.2181.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2181_8.jpg",,,,,,,,,
1457,AT.P.2182,Aldo foundation,,"Rack 17, Shelf 2",,12/19/2014,,,,n.d. (c. 1961),Oil stick on paper,,"Rolled-up, chipping, tearing, staining to edge",Painting,26,39,,,,"remote:AT.P.2182.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2182_8.jpg",,,,,,,,,
1458,AT.P.2183,Aldo foundation,,"Rack 17, Shelf 2",,12/19/2014,,,,n.d. (c. 1961),Oil stick on paper,,"Rolled-up, chipping and folding to corners, staining to edge",Painting,26,39,,,,"remote:AT.P.2183.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2183_8.jpg",,,,,,,,,
1459,AT.P.2184,Aldo foundation,"""Aldo '61"" to recto, rolled-up","Rack 17, Shelf 2",,12/19/2014,,,,n.d. (c. 1961),Oil stick on paper,Aldo,"chipping and folding to corners, staining to edge",Painting,39,26,,,,"remote:AT.P.2184.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2184_8.jpg",,,,,,,,,
1460,AT.P.2185,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2253"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,chipping to edges,Painting,35,45,,,,"remote:AT.P.2185.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2185_8.jpg",,,,,,,,,
1461,AT.P.2186,Aldo foundation,"""A Tambellini"" ""P1005"" on verso","Rack 2, Shelf 4",,12/19/2014,P1005,,,n.d. (c. 1962),Duco on board,A Tambellini,extensive chipping and degeneration to board,Painting,30,40,,,,"remote:AT.P.2186.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2186_8.jpg",,,,,,,,,
1462,AT.P.2187,Aldo foundation,"Aldo Tambellini Jan 12 - '62"" on recto, ""2252"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic and glazing on paper,Aldo Tambellini,"extensive chipping and tearing, another work stuck to surface",Painting,32,44,,,,"remote:AT.P.2187.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2187_8.jpg",,,,,,,,,
1463,AT.P.2188,Aldo foundation,"""Aldo Tambellini 1961"" ""Aldo Tambellini Summer 1961"" on recto, ""2246"" ""Top [arrow]"" ""Bottom [arrow]"" on verso","Rack 16/17, top",,12/19/2014,,,,1961,Acrylic and glazing on paper,Aldo Tambellini,"chipping, tearing, staining",Painting,45,35,,,,"remote:AT.P.2188.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2188_8.jpg",,,,,,,,,
1464,AT.P.2189,Aldo foundation,"""Aldo Tambellini 1961"" on recto, ""2245"" ""Bottom [arrow]"" on verso","Rack 16/17, top",,12/19/2014,,,,1961,Acrylic and glazing on paper,Aldo Tambellini,"chipping, tearing, staining",Painting,45,35,,,,"remote:AT.P.2189.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2189_8.jpg",,,,,,,,,
1465,AT.P.2190,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2271"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,lpinholes,Painting,32,44,,,,"remote:AT.P.2190.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2190_8.jpg",,,,,,,,,
1466,AT.P.2191,Aldo foundation,"""2270"" on verso","Rack 16/17, top",,12/19/2014,,,,n.d. (c. 1962),Acrylic on paper,,,Painting,32,44,,,,"remote:AT.P.2191.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2191_8.jpg",,,,,,,,,
1467,AT.P.2192,Aldo foundation,"""2269"" on verso","Rack 16/17, top",,12/19/2014,,,,n.d. (c. 1962),Acrylic on paper,,"pinholes, one corner chipped",Painting,32,44,,,,"remote:AT.P.2192.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2192_8.jpg",,,,,,,,,
